title,image_url,amazon url,release date,developer,publisher,platforms,genres,rating,description
Dead Cells ,https://static-cdn.jtvnw.net/ttv-boxart/Dead%20Cells-285x380.jpg,https://www.amazon.com/Eva-Naturals-Exfoliating-Facial-Blackheads/dp/B01NC0PK7C/ref=sr_1_1_sspa?ie=UTF8&qid=1516874798&sr=8-1-spons&keywords=Dead+Cells&psc=1,,,,,,,
X-COM: UFO Defense ,https://static-cdn.jtvnw.net/ttv-boxart/X-COM:%20UFO%20Defense-285x380.jpg,https://www.amazon.com/X-COM-UFO-Defense-PlayStation/dp/B00002SVBA/ref=sr_1_1?ie=UTF8&qid=1516874810&sr=8-1&keywords=X-COM%3A+UFO+Defense,,,,,,,
A Normal Lost Phone ,https://static-cdn.jtvnw.net/ttv-boxart/A%20Normal%20Lost%20Phone-285x380.jpg,https://www.amazon.com/Sycamore-Resuscitation-of-children/dp/B017F3CI8Q/ref=sr_1_2?ie=UTF8&qid=1516874821&sr=8-2&keywords=A+Normal+Lost+Phone,,,,,,,
Until Dawn ,https://static-cdn.jtvnw.net/ttv-boxart/Until%20Dawn-285x380.jpg,https://www.amazon.com/Until-Dawn-PlayStation-4/dp/B00MV7KVP4/ref=sr_1_1?ie=UTF8&qid=1516874832&sr=8-1&keywords=Until+Dawn,,,,,,,
SOMA ,https://static-cdn.jtvnw.net/ttv-boxart/SOMA-285x380.jpg,https://www.amazon.com/Soma-Sustainable-Pitcher-Plant-Based-Filter/dp/B00WFY7I2C/ref=sr_1_1?ie=UTF8&qid=1516874844&sr=8-1&keywords=SOMA,,,,,,,
Dirge of Cerberus: Final Fantasy VII ,https://static-cdn.jtvnw.net/ttv-boxart/Dirge%20of%20Cerberus:%20Final%20Fantasy%20VII-285x380.jpg,https://www.amazon.com/Final-Fantasy-VII-Cerberus-PlayStation-2/dp/B000FDOTIQ/ref=sr_1_1?ie=UTF8&qid=1516874856&sr=8-1&keywords=Dirge+of+Cerberus%3A+Final+Fantasy+VII,,,,,,,
Yu-Gi-Oh! Legacy of the Duelist ,https://static-cdn.jtvnw.net/ttv-boxart/Yu-Gi-Oh%21%20Legacy%20of%20the%20Duelist-285x380.jpg,https://www.amazon.com/Legacy-Duelist-DUSA-EN024-Ultra-Rare/dp/B06XYT68WC/ref=sr_1_1?ie=UTF8&qid=1516874868&sr=8-1&keywords=Yu-Gi-Oh%21+Legacy+of+the+Duelist,,,,,,,
Gran Turismo Sport ,https://static-cdn.jtvnw.net/ttv-boxart/Gran%20Turismo%20Sport-285x380.jpg,https://www.amazon.com/Gran-Turismo-6-playstation-3/dp/B00CRL9TU2/ref=sr_1_1_sspa?ie=UTF8&qid=1516874881&sr=8-1-spons&keywords=Gran+Turismo+Sport&psc=1&smid=A1MTMP1LZL4FAB,,,,,,,
WildStar ,https://static-cdn.jtvnw.net/ttv-boxart/WildStar-285x380.jpg,https://www.amazon.com/Wildstar-PC/dp/B00JB6P7FW/ref=sr_1_1?ie=UTF8&qid=1516874901&sr=8-1&keywords=WildStar,,,,,,,
Rec Room ,https://static-cdn.jtvnw.net/ttv-boxart/Rec%20Room-285x380.jpg,https://www.amazon.com/Rec-Room-Nintendo-Wii/dp/B002PK3N2U/ref=sr_1_1?ie=UTF8&qid=1516874915&sr=8-1&keywords=Rec+Room,,,,,,,
Knight Online ,https://static-cdn.jtvnw.net/ttv-boxart/Knight%20Online-285x380.jpg,https://www.amazon.com/Endless-Frontier-Saga-RPG-Online/dp/B077ZLT5S8/ref=sr_1_1?ie=UTF8&qid=1516874931&sr=8-1&keywords=Knight+Online,,,,,,,
Move or Die ,https://static-cdn.jtvnw.net/ttv-boxart/Move%20or%20Die-285x380.jpg,https://www.amazon.com/Move-Die-Sedentary-Movement-Reference/dp/1770402810/ref=sr_1_1?ie=UTF8&qid=1516874951&sr=8-1&keywords=Move+or+Die,,,,,,,
The Legend of Zelda: Twilight Princess ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Legend%20of%20Zelda:%20Twilight%20Princess-285x380.jpg,https://www.amazon.com/Legend-Zelda-Hyrule-Historia/dp/1616550414/ref=sr_1_1_sspa?ie=UTF8&qid=1516874967&sr=8-1-spons&keywords=The+Legend+of+Zelda%3A+Twilight+Princess&psc=1,,,,,,,
Metal Gear Solid ,https://static-cdn.jtvnw.net/ttv-boxart/Metal%20Gear%20Solid-285x380.jpg,https://www.amazon.com/Metal-Gear-Solid-Collection-playstation-3/dp/B00CTKHXFO/ref=sr_1_1?ie=UTF8&qid=1516874982&sr=8-1&keywords=Metal+Gear+Solid,,,,,,,
HEX: Shards of Fate ,https://static-cdn.jtvnw.net/ttv-boxart/HEX:%20Shards%20of%20Fate-285x380.jpg,https://www.amazon.com/Shards-Fate-Online-Game-Multiplayer/dp/B01FFWQ5FQ/ref=sr_1_1?ie=UTF8&qid=1516874996&sr=8-1&keywords=HEX%3A+Shards+of+Fate,,,,,,,
Luigi's Mansion ,https://static-cdn.jtvnw.net/ttv-boxart/Luigi%27s%20Mansion-285x380.jpg,,,,,,,,
Dungeon Defenders ,https://static-cdn.jtvnw.net/ttv-boxart/Dungeon%20Defenders-285x380.jpg,,,,,,,,
State of Decay: Year-One Survival Edition ,https://static-cdn.jtvnw.net/ttv-boxart/State%20of%20Decay:%20Year-One%20Survival%20Edition-285x380.jpg,,,,,,,,
Mega Man X4 ,https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%20X4-285x380.jpg,,,,,,,,
Super Robot Wars Alpha 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Super%20Robot%20Wars%20Alpha%202-285x380.jpg,,,,,,,,
Harvest Moon: Back to Nature ,https://static-cdn.jtvnw.net/ttv-boxart/Harvest%20Moon:%20Back%20to%20Nature-285x380.jpg,,,,,,,,
.hack//G.U. Last Recode ,https://static-cdn.jtvnw.net/ttv-boxart/.hack//G.U.%20Last%20Recode-285x380.jpg,,,,,,,,
VVVVVV ,https://static-cdn.jtvnw.net/ttv-boxart/VVVVVV-285x380.jpg,,,,,,,,
My Summer Car ,https://static-cdn.jtvnw.net/ttv-boxart/My%20Summer%20Car-285x380.jpg,,,,,,,,
Prey ,https://static-cdn.jtvnw.net/ttv-boxart/Prey-285x380.jpg,,,,,,,,
NHL 17 ,https://static-cdn.jtvnw.net/ttv-boxart/NHL%2017-285x380.jpg,,,,,,,,
Warhammer 40,000: Dawn of War III ,,,,,,,,
Tree of Savior ,https://static-cdn.jtvnw.net/ttv-boxart/Tree%20of%20Savior-285x380.jpg,,,,,,,,
Lara Croft and the Guardian of Light ,https://static-cdn.jtvnw.net/ttv-boxart/Lara%20Croft%20and%20the%20Guardian%20of%20Light-285x380.jpg,,,,,,,,
World of Final Fantasy ,https://static-cdn.jtvnw.net/ttv-boxart/World%20of%20Final%20Fantasy-285x380.jpg,,,,,,,,
Dead or Alive 5 Last Round ,https://static-cdn.jtvnw.net/ttv-boxart/Dead%20or%20Alive%205%20Last%20Round-285x380.jpg,,,,,,,,
Wakfu ,https://static-cdn.jtvnw.net/ttv-boxart/Wakfu-285x380.jpg,,,,,,,,
Pokemon Crystal ,https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Crystal-285x380.jpg,,,,,,,,
Taz-Mania ,https://static-cdn.jtvnw.net/ttv-boxart/Taz-Mania-285x380.jpg,,,,,,,,
Deus Ex ,https://static-cdn.jtvnw.net/ttv-boxart/Deus%20Ex-285x380.jpg,,,,,,,,
Metal Gear Ac!d ,https://static-cdn.jtvnw.net/ttv-boxart/Metal%20Gear%20Ac%21d-285x380.jpg,,,,,,,,
Ultima Online ,https://static-cdn.jtvnw.net/ttv-boxart/Ultima%20Online-285x380.jpg,,,,,,,,
Batman ,https://static-cdn.jtvnw.net/ttv-boxart/Batman-285x380.jpg,,,,,,,,
Mega Man X3 ,https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%20X3-285x380.jpg,,,,,,,,
Alliance of Valiant Arms ,https://static-cdn.jtvnw.net/ttv-boxart/Alliance%20of%20Valiant%20Arms-285x380.jpg,,,,,,,,
Evolve ,https://static-cdn.jtvnw.net/ttv-boxart/Evolve-285x380.jpg,,,,,,,,
Assetto Corsa ,https://static-cdn.jtvnw.net/ttv-boxart/Assetto%20Corsa-285x380.jpg,,,,,,,,
Night in the Woods ,https://static-cdn.jtvnw.net/ttv-boxart/Night%20in%20the%20Woods-285x380.jpg,,,,,,,,
Virtual Reality ,https://static-cdn.jtvnw.net/ttv-boxart/Virtual%20Reality-285x380.jpg,,,,,,,,
Steep ,https://static-cdn.jtvnw.net/ttv-boxart/Steep-285x380.jpg,,,,,,,,
Haunting Ground ,https://static-cdn.jtvnw.net/ttv-boxart/Haunting%20Ground-285x380.jpg,,,,,,,,
Endless Space 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Endless%20Space%202-285x380.jpg,,,,,,,,
Shadow the Hedgehog ,https://static-cdn.jtvnw.net/ttv-boxart/Shadow%20the%20Hedgehog-285x380.jpg,,,,,,,,
Banjo-Tooie ,https://static-cdn.jtvnw.net/ttv-boxart/Banjo-Tooie-285x380.jpg,,,,,,,,
StepMania ,https://static-cdn.jtvnw.net/ttv-boxart/StepMania-285x380.jpg,,,,,,,,
Postal 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Postal%202-285x380.jpg,,,,,,,,
Monopoly Plus ,https://static-cdn.jtvnw.net/ttv-boxart/Monopoly%20Plus-285x380.jpg,,,,,,,,
Metroid Prime 2: Echoes ,https://static-cdn.jtvnw.net/ttv-boxart/Metroid%20Prime%202:%20Echoes-285x380.jpg,,,,,,,,
Mario Kart Wii ,https://static-cdn.jtvnw.net/ttv-boxart/Mario%20Kart%20Wii-285x380.jpg,,,,,,,,
Monster Hunter 3 Ultimate ,https://static-cdn.jtvnw.net/ttv-boxart/Monster%20Hunter%203%20Ultimate-285x380.jpg,,,,,,,,
Tales from the Borderlands ,https://static-cdn.jtvnw.net/ttv-boxart/Tales%20from%20the%20Borderlands-285x380.jpg,,,,,,,,
Game Development ,https://static-cdn.jtvnw.net/ttv-boxart/Game%20Development-285x380.jpg,,,,,,,,
Golf It! ,https://static-cdn.jtvnw.net/ttv-boxart/Golf%20It%21-285x380.jpg,,,,,,,,
Dungeons & Dragons Online ,https://static-cdn.jtvnw.net/ttv-boxart/Dungeons%20&%20Dragons%20Online-285x380.jpg,,,,,,,,
Drawful 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Drawful%202-285x380.jpg,,,,,,,,
Mega Man X7 ,https://static-cdn.jtvnw.net/ttv-boxart/Mega%20Man%20X7-285x380.jpg,,,,,,,,
Command & Conquer: Red Alert 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Command%20&%20Conquer:%20Red%20Alert%202-285x380.jpg,,,,,,,,
Brê_tal Legend ,https://static-cdn.jtvnw.net/ttv-boxart/Br%C3%BCtal%20Legend-285x380.jpg,,,,,,,,
Dead Space ,https://static-cdn.jtvnw.net/ttv-boxart/Dead%20Space-285x380.jpg,,,,,,,,
BioShock 2 ,https://static-cdn.jtvnw.net/ttv-boxart/BioShock%202-285x380.jpg,,,,,,,,
Metal Gear Rising: Revengeance ,https://static-cdn.jtvnw.net/ttv-boxart/Metal%20Gear%20Rising:%20Revengeance-285x380.jpg,,,,,,,,
Mindjack ,https://static-cdn.jtvnw.net/ttv-boxart/Mindjack-285x380.jpg,,,,,,,,
Call of Duty: Modern Warfare 3 ,https://static-cdn.jtvnw.net/ttv-boxart/Call%20of%20Duty:%20Modern%20Warfare%203-285x380.jpg,,,,,,,,
Don't Starve ,https://static-cdn.jtvnw.net/ttv-boxart/Don%27t%20Starve-285x380.jpg,,,,,,,,
Inside ,https://static-cdn.jtvnw.net/ttv-boxart/Inside-285x380.jpg,,,,,,,,
Cataclysm: Dark Days Ahead ,https://static-cdn.jtvnw.net/ttv-boxart/Cataclysm:%20Dark%20Days%20Ahead-285x380.jpg,,,,,,,,
This War of Mine ,https://static-cdn.jtvnw.net/ttv-boxart/This%20War%20of%20Mine-285x380.jpg,,,,,,,,
Mass Effect: Andromeda ,https://static-cdn.jtvnw.net/ttv-boxart/Mass%20Effect:%20Andromeda-285x380.jpg,,,,,,,,
Assassin's Creed Syndicate ,https://static-cdn.jtvnw.net/ttv-boxart/Assassin%27s%20Creed%20Syndicate-285x380.jpg,,,,,,,,
South Park: The Fractured But Whole ,https://static-cdn.jtvnw.net/ttv-boxart/South%20Park:%20The%20Fractured%20But%20Whole-285x380.jpg,,,,,,,,
Uncharted: The Lost Legacy ,https://static-cdn.jtvnw.net/ttv-boxart/Uncharted:%20The%20Lost%20Legacy-285x380.jpg,,,,,,,,
Superhot VR ,https://static-cdn.jtvnw.net/ttv-boxart/Superhot%20VR-285x380.jpg,,,,,,,,
Football Manager 2018 ,https://static-cdn.jtvnw.net/ttv-boxart/Football%20Manager%202018-285x380.jpg,,,,,,,,
Pikmin ,https://static-cdn.jtvnw.net/ttv-boxart/Pikmin-285x380.jpg,,,,,,,,
Fallout 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Fallout%202-285x380.jpg,,,,,,,,
Spyro 2: Ripto's Rage ,https://static-cdn.jtvnw.net/ttv-boxart/Spyro%202:%20Ripto%27s%20Rage-285x380.jpg,,,,,,,,
Tales of Symphonia ,https://static-cdn.jtvnw.net/ttv-boxart/Tales%20of%20Symphonia-285x380.jpg,,,,,,,,
Mabinogi ,https://static-cdn.jtvnw.net/ttv-boxart/Mabinogi-285x380.jpg,,,,,,,,
The Last Guardian ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Last%20Guardian-285x380.jpg,,,,,,,,
Project Zomboid ,https://static-cdn.jtvnw.net/ttv-boxart/Project%20Zomboid-285x380.jpg,,,,,,,,
Tom Clancy's Rainbow 6: Patriots ,https://static-cdn.jtvnw.net/ttv-boxart/Tom%20Clancy%27s%20Rainbow%206:%20Patriots-285x380.jpg,,,,,,,,
Portal ,https://static-cdn.jtvnw.net/ttv-boxart/Portal-285x380.jpg,,,,,,,,
Space Engineers ,https://static-cdn.jtvnw.net/ttv-boxart/Space%20Engineers-285x380.jpg,,,,,,,,
Assassin's Creed: Rogue ,https://static-cdn.jtvnw.net/ttv-boxart/Assassin%27s%20Creed:%20Rogue-285x380.jpg,,,,,,,,
Senran Kagura: Estival Versus ,https://static-cdn.jtvnw.net/ttv-boxart/Senran%20Kagura:%20Estival%20Versus-285x380.jpg,,,,,,,,
Kartrider ,https://static-cdn.jtvnw.net/ttv-boxart/Kartrider-285x380.jpg,,,,,,,,
Legion TD 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Legion%20TD%202-285x380.jpg,,,,,,,,
Ylands ,https://static-cdn.jtvnw.net/ttv-boxart/Ylands-285x380.jpg,,,,,,,,
Marvel vs. Capcom Infinite ,https://static-cdn.jtvnw.net/ttv-boxart/Marvel%20vs.%20Capcom%20Infinite-285x380.jpg,,,,,,,,
For the King ,https://static-cdn.jtvnw.net/ttv-boxart/For%20the%20King-285x380.jpg,,,,,,,,
Mighty Party ,https://static-cdn.jtvnw.net/ttv-boxart/Mighty%20Party-285x380.jpg,,,,,,,,
Game of Thrones: A Telltale Game Series ,https://static-cdn.jtvnw.net/ttv-boxart/Game%20of%20Thrones:%20A%20Telltale%20Game%20Series-285x380.jpg,,,,,,,,
Flight Simulation ,https://static-cdn.jtvnw.net/ttv-boxart/Flight%20Simulation-285x380.jpg,,,,,,,,
Spyro: Year of the Dragon ,https://static-cdn.jtvnw.net/ttv-boxart/Spyro:%20Year%20of%20the%20Dragon-285x380.jpg,,,,,,,,
Silent Hill ,https://static-cdn.jtvnw.net/ttv-boxart/Silent%20Hill-285x380.jpg,,,,,,,,
Little Nightmares ,https://static-cdn.jtvnw.net/ttv-boxart/Little%20Nightmares-285x380.jpg,,,,,,,,
Pokemon Yellow: Special Pikachu Edition ,https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Yellow:%20Special%20Pikachu%20Edition-285x380.jpg,,,,,,,,
Mafia II ,https://static-cdn.jtvnw.net/ttv-boxart/Mafia%20II-285x380.jpg,,,,,,,,
I Wanna Be The Guy ,https://static-cdn.jtvnw.net/ttv-boxart/I%20Wanna%20Be%20The%20Guy-285x380.jpg,,,,,,,,
Halo: Reach ,https://static-cdn.jtvnw.net/ttv-boxart/Halo:%20Reach-285x380.jpg,,,,,,,,
The Witcher 2: Assassins of Kings ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Witcher%202:%20Assassins%20of%20Kings-285x380.jpg,,,,,,,,
The Surge ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Surge-285x380.jpg,,,,,,,,
Kingdom Hearts HD 1.5 ReMIX ,https://static-cdn.jtvnw.net/ttv-boxart/Kingdom%20Hearts%20HD%201.5%20ReMIX-285x380.jpg,,,,,,,,
Firewatch ,https://static-cdn.jtvnw.net/ttv-boxart/Firewatch-285x380.jpg,,,,,,,,
Worlds Adrift ,https://static-cdn.jtvnw.net/ttv-boxart/Worlds%20Adrift-285x380.jpg,,,,,,,,
Animal Crossing Mobile ,https://static-cdn.jtvnw.net/ttv-boxart/Animal%20Crossing%20Mobile-285x380.jpg,,,,,,,,
Witchkin ,https://static-cdn.jtvnw.net/ttv-boxart/Witchkin-285x380.jpg,,,,,,,,
Octodad: Dadliest Catch ,https://static-cdn.jtvnw.net/ttv-boxart/Octodad:%20Dadliest%20Catch-285x380.jpg,,,,,,,,
Final Fantasy VIII ,https://static-cdn.jtvnw.net/ttv-boxart/Final%20Fantasy%20VIII-285x380.jpg,,,,,,,,
Shadow of the Colossus ,https://static-cdn.jtvnw.net/ttv-boxart/Shadow%20of%20the%20Colossus-285x380.jpg,,,,,,,,
Phoenix Wright: Ace Attorney - Trials and Tribulations ,https://static-cdn.jtvnw.net/ttv-boxart/Phoenix%20Wright:%20Ace%20Attorney%20-%20Trials%20and%20Tribulations-285x380.jpg,,,,,,,,
The Legend of Zelda: Link's Awakening DX ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Legend%20of%20Zelda:%20Link%27s%20Awakening%20DX-285x380.jpg,,,,,,,,
OrbusVR ,https://static-cdn.jtvnw.net/ttv-boxart/OrbusVR-285x380.jpg,,,,,,,,
Jak 3 ,https://static-cdn.jtvnw.net/ttv-boxart/Jak%203-285x380.jpg,,,,,,,,
Shellshock ,https://static-cdn.jtvnw.net/ttv-boxart/Shellshock-285x380.jpg,,,,,,,,
Left 4 Dead ,https://static-cdn.jtvnw.net/ttv-boxart/Left%204%20Dead-285x380.jpg,,,,,,,,
Yume Nikki ,https://static-cdn.jtvnw.net/ttv-boxart/Yume%20Nikki-285x380.jpg,,,,,,,,
Monster Hunter Portable 3rd ,https://static-cdn.jtvnw.net/ttv-boxart/Monster%20Hunter%20Portable%203rd-285x380.jpg,,,,,,,,
Animal Crossing: New Leaf ,https://static-cdn.jtvnw.net/ttv-boxart/Animal%20Crossing:%20New%20Leaf-285x380.jpg,,,,,,,,
The Testament of Sherlock Holmes ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Testament%20of%20Sherlock%20Holmes-285x380.jpg,,,,,,,,
To the Moon ,https://static-cdn.jtvnw.net/ttv-boxart/To%20the%20Moon-285x380.jpg,,,,,,,,
The Legend of Heroes: Trails of Cold Steel ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Legend%20of%20Heroes:%20Trails%20of%20Cold%20Steel-285x380.jpg,,,,,,,,
NCAA Football 14 ,https://static-cdn.jtvnw.net/ttv-boxart/NCAA%20Football%2014-285x380.jpg,,,,,,,,
America's Army: Proving Grounds ,https://static-cdn.jtvnw.net/ttv-boxart/America%27s%20Army:%20Proving%20Grounds-285x380.jpg,,,,,,,,
Viscera Cleanup Detail ,https://static-cdn.jtvnw.net/ttv-boxart/Viscera%20Cleanup%20Detail-285x380.jpg,,,,,,,,
Touhou ,https://static-cdn.jtvnw.net/ttv-boxart/Touhou-285x380.jpg,,,,,,,,
Borderlands: The Pre-Sequel! ,https://static-cdn.jtvnw.net/ttv-boxart/Borderlands:%20The%20Pre-Sequel%21-285x380.jpg,,,,,,,,
Heat Signature ,https://static-cdn.jtvnw.net/ttv-boxart/Heat%20Signature-285x380.jpg,,,,,,,,
Gal Gun: Double Peace ,https://static-cdn.jtvnw.net/ttv-boxart/Gal%20Gun:%20Double%20Peace-285x380.jpg,,,,,,,,
Star Stable ,https://static-cdn.jtvnw.net/ttv-boxart/Star%20Stable-285x380.jpg,,,,,,,,
Uncanny Valley ,https://static-cdn.jtvnw.net/ttv-boxart/Uncanny%20Valley-285x380.jpg,,,,,,,,
Subterrain ,https://static-cdn.jtvnw.net/ttv-boxart/Subterrain-285x380.jpg,,,,,,,,
Momodora: Reverie Under the Moonlight ,https://static-cdn.jtvnw.net/ttv-boxart/Momodora:%20Reverie%20Under%20the%20Moonlight-285x380.jpg,,,,,,,,
Rusty Lake: Roots ,https://static-cdn.jtvnw.net/ttv-boxart/Rusty%20Lake:%20Roots-285x380.jpg,,,,,,,,
X-Plane 11 ,https://static-cdn.jtvnw.net/ttv-boxart/X-Plane%2011-285x380.jpg,,,,,,,,
Fire Pro Wrestling World ,https://static-cdn.jtvnw.net/ttv-boxart/Fire%20Pro%20Wrestling%20World-285x380.jpg,,,,,,,,
Chrono Trigger ,https://static-cdn.jtvnw.net/ttv-boxart/Chrono%20Trigger-285x380.jpg,,,,,,,,
The Beast Within: A Gabriel Knight Mystery ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Beast%20Within:%20A%20Gabriel%20Knight%20Mystery-285x380.jpg,,,,,,,,
Wario Land 4 ,https://static-cdn.jtvnw.net/ttv-boxart/Wario%20Land%204-285x380.jpg,,,,,,,,
Thief II: The Metal Age ,https://static-cdn.jtvnw.net/ttv-boxart/Thief%20II:%20The%20Metal%20Age-285x380.jpg,,,,,,,,
Picross S ,https://static-cdn.jtvnw.net/ttv-boxart/Picross%20S-285x380.jpg,,,,,,,,
Metroid Fusion ,https://static-cdn.jtvnw.net/ttv-boxart/Metroid%20Fusion-285x380.jpg,,,,,,,,
God of War II ,https://static-cdn.jtvnw.net/ttv-boxart/God%20of%20War%20II-285x380.jpg,,,,,,,,
Pokemon Colosseum ,https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Colosseum-285x380.jpg,,,,,,,,
Phantasy Star IV: The End of the Millennium ,https://static-cdn.jtvnw.net/ttv-boxart/Phantasy%20Star%20IV:%20The%20End%20of%20the%20Millennium-285x380.jpg,,,,,,,,
Ape Escape 3 ,https://static-cdn.jtvnw.net/ttv-boxart/Ape%20Escape%203-285x380.jpg,,,,,,,,
Pokemon Platinum ,https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Platinum-285x380.jpg,,,,,,,,
Rift ,https://static-cdn.jtvnw.net/ttv-boxart/Rift-285x380.jpg,,,,,,,,
The Wolf Among Us ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Wolf%20Among%20Us-285x380.jpg,,,,,,,,
Resident Evil 6 ,https://static-cdn.jtvnw.net/ttv-boxart/Resident%20Evil%206-285x380.jpg,,,,,,,,
Let's Draw! ,https://static-cdn.jtvnw.net/ttv-boxart/Let%27s%20Draw%21-285x380.jpg,,,,,,,,
Total War: Rome II ,https://static-cdn.jtvnw.net/ttv-boxart/Total%20War:%20Rome%20II-285x380.jpg,,,,,,,,
Superhot ,https://static-cdn.jtvnw.net/ttv-boxart/Superhot-285x380.jpg,,,,,,,,
Kritika Online ,https://static-cdn.jtvnw.net/ttv-boxart/Kritika%20Online-285x380.jpg,,,,,,,,
GeoGuessr ,https://static-cdn.jtvnw.net/ttv-boxart/GeoGuessr-285x380.jpg,,,,,,,,
Resident Evil Zero ,https://static-cdn.jtvnw.net/ttv-boxart/Resident%20Evil%20Zero-285x380.jpg,,,,,,,,
Age of Mythology: Extended Edition ,https://static-cdn.jtvnw.net/ttv-boxart/Age%20of%20Mythology:%20Extended%20Edition-285x380.jpg,,,,,,,,
Orcs Must Die! Unchained ,https://static-cdn.jtvnw.net/ttv-boxart/Orcs%20Must%20Die%21%20Unchained-285x380.jpg,,,,,,,,
Tales of Zestiria ,https://static-cdn.jtvnw.net/ttv-boxart/Tales%20of%20Zestiria-285x380.jpg,,,,,,,,
Windward ,https://static-cdn.jtvnw.net/ttv-boxart/Windward-285x380.jpg,,,,,,,,
Star Wars Battlefront ,https://static-cdn.jtvnw.net/ttv-boxart/Star%20Wars%20Battlefront-285x380.jpg,,,,,,,,
The Jackbox Party Pack 2 ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Jackbox%20Party%20Pack%202-285x380.jpg,,,,,,,,
BATMAN - The Telltale Series ,https://static-cdn.jtvnw.net/ttv-boxart/BATMAN%20-%20The%20Telltale%20Series-285x380.jpg,,,,,,,,
Rising Storm 2: Vietnam ,https://static-cdn.jtvnw.net/ttv-boxart/Rising%20Storm%202:%20Vietnam-285x380.jpg,,,,,,,,
Final Fantasy: Brave Exvius ,https://static-cdn.jtvnw.net/ttv-boxart/Final%20Fantasy:%20Brave%20Exvius-285x380.jpg,,,,,,,,
Osiris: New Dawn ,https://static-cdn.jtvnw.net/ttv-boxart/Osiris:%20New%20Dawn-285x380.jpg,,,,,,,,
Sword Art Online: Hollow Realization ,https://static-cdn.jtvnw.net/ttv-boxart/Sword%20Art%20Online:%20Hollow%20Realization-285x380.jpg,,,,,,,,
Guts and Glory ,https://static-cdn.jtvnw.net/ttv-boxart/Guts%20and%20Glory-285x380.jpg,,,,,,,,
Panty Party ,https://static-cdn.jtvnw.net/ttv-boxart/Panty%20Party-285x380.jpg,,,,,,,,
Puyo Puyo Tetris ,https://static-cdn.jtvnw.net/ttv-boxart/Puyo%20Puyo%20Tetris-285x380.jpg,,,,,,,,
Gold Rush: The Game ,https://static-cdn.jtvnw.net/ttv-boxart/Gold%20Rush:%20The%20Game-285x380.jpg,,,,,,,,
The Talos Principle ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Talos%20Principle-285x380.jpg,,,,,,,,
Sonic the Hedgehog 3 ,https://static-cdn.jtvnw.net/ttv-boxart/Sonic%20the%20Hedgehog%203-285x380.jpg,,,,,,,,
Teenage Mutant Ninja Turtles: Tournament Fighters ,https://static-cdn.jtvnw.net/ttv-boxart/Teenage%20Mutant%20Ninja%20Turtles:%20Tournament%20Fighters-285x380.jpg,,,,,,,,
Need for Speed Underground 2 ,https://static-cdn.jtvnw.net/ttv-boxart/Need%20for%20Speed%20Underground%202-285x380.jpg,,,,,,,,
Pokemon Ruby/Sapphire ,https://static-cdn.jtvnw.net/ttv-boxart/Pok%C3%A9mon%20Ruby/Sapphire-285x380.jpg,,,,,,,,
Grandia II ,https://static-cdn.jtvnw.net/ttv-boxart/Grandia%20II-285x380.jpg,,,,,,,,
The Bouncer ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Bouncer-285x380.jpg,,,,,,,,
The Legend of Zelda: The Wind Waker ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Legend%20of%20Zelda:%20The%20Wind%20Waker-285x380.jpg,,,,,,,,
EverQuest II ,https://static-cdn.jtvnw.net/ttv-boxart/EverQuest%20II-285x380.jpg,,,,,,,,
The Sims 3 ,https://static-cdn.jtvnw.net/ttv-boxart/The%20Sims%203-285x380.jpg,,,,,,,,
Final Fantasy Tactics: The War of the Lions ,https://static-cdn.jtvnw.net/ttv-boxart/Final%20Fantasy%20Tactics:%20The%20War%20of%20the%20Lions-285x380.jpg,,,,,,,,
Virtua Fighter 5 Final Showdown ,https://static-cdn.jtvnw.net/ttv-boxart/Virtua%20Fighter%205%20Final%20Showdown-285x380.jpg,,,,,,,,
Chivalry: Medieval Warfare ,https://static-cdn.jtvnw.net/ttv-boxart/Chivalry:%20Medieval%20Warfare-285x380.jpg,,,,,,,,
